transaction_id,customer_id,amount,category,region,status,date
TXN000418,CUST0239,unknown,Roaming,Central,Completed,2023-01-26
TXN000419,CUST0090,324.63,Roaming,Central,Completed,30 Aug 2024
TXN000420,CUST0227,324.66,Device,East,Completed,2023-09-02
TXN000421,CUST0060,70.16,Roaming,East,Completed,2024-05-15
TXN000422,CUST0294,72.42,Roaming,East,Completed,2024-02-03
TXN000423,CUST0102,686.87,Add-on,West,Completed,2023-03-06
TXN000424,CUST0105,157.6,Data,East ,Pending,2024-07-07
TXN000425,CUST0116,123.67,Vce,SOUTH,Completed,10-20-2024
TXN000426,CUST0107,283.16,Voice,East,Completed,11-12-2023
TXN000427,CUST0149,60.38,SMS,East,Completed,2024-05-26
TXN000428,CUST0017,94.1,Voice,South,,2024-06-30
TXN000429,CUST0136,56.75,Data,West,Completed,2024-04-05
TXN000430,CUST0295,243.5,SMS,Centr.,Completed,2023/01/17
TXN000431,CUST0288,137.77,SMS,East ,Completed,2023-02-07
TXN000432,CUST0007,171.3,Add-on,north,Pending,2023-12-14
TXN000433,CUST0187,53.61,Device,South,Completed,2023-02-27
TXN000434,CUST0149,47.31,,North,Failed,2023-12-12
TXN000435,CUST0091,110.52,Add-on,Central,Completed,2023-02-13
TXN000436,CUST0102,210.66,DATA,West,Failed,2024/02/20
TXN000437,CUST0132,121.74,Add-on,North ,Pending,2023-05-02
TXN000438,CUST0078,14.98,ROAMING,North,Completed,2023/08/05
TXN000439,CUST0192,314.37,Data,South,Pending,2024-10-31
TXN000440,CUST0149,20.03,data,West,Completed,2024-11-14
TXN000441,CUST0180,477.94,Data ,Centr.,Failed,19/06/2024
TXN000442,CUST0180,13.82,SMS,West,Completed,14 Apr 2024
TXN000443,CUST0203,187.85,,West,Completed,2024-11-25
TXN000444,CUST0197,22.87,S.M.S,Central,Completed,2024-07-03
TXN000445,CUST0119,372.32,Data,Nrth,Refunded,2023/06/02
TXN000446,CUST0103,103.66,Roaming,North,Completed,2024-08-16
TXN000447,CUST0207,32.19,SMS,Central,Completed,2023-08-27
TXN000448,CUST0085,72.51,Add-on,NORTH,Completed,2023-03-15
TXN000449,CUST0004,37.02,Add-on,West,Pending,2023-02-07
TXN000450,CUST0236,38.05,Dat,North,Completed,2023-05-25
TXN000451,CUST0293,453.79,,East,Completed,05-15-2024
TXN000452,CUST0011,98.38,Add-on,WEST,Completed,2024-10-31
TXN000453,CUST0099,243.24,Voice,Central,Completed,20 Jan 2023
TXN000454,CUST0198,163.08,Voice,East,Completed,2024-04-27
TXN000455,CUST0187,179.25,Data,West,Failed,2024-09-25
TXN000456,CUST0047,31.18,Device,Sth,Completed,02-16-2023
TXN000457,CUST0192,50.02,Add-on,North,Completed,2023-09-06
TXN000458,CUST0062,,Device,North,Completed,19 Dec 2024
TXN000459,CUST0165,539.86,Data,WEST,Completed,2024-10-26
TXN000460,CUST0290,55.71,Device,East,Completed,2023-05-14
TXN000461,CUST0152,57.53,Add-on,south,Completed,2023-01-15
TXN000462,CUST0173,106.05,Device,West,Completed,26/06/2023
TXN000463,CUST0062,628.79,Devce,north,Failed,2024-10-09
TXN000464,CUST0274,56.99,S.M.S,South,Completed,2023-02-21
TXN000465,CUST0098,88.38,,North,,2023/11/11
TXN000466,CUST0274,343.12,Data,east,Pending,2023-04-10
TXN000467,CUST0274,-13.24,Voice,East,,2024-04-12
TXN000468,CUST0218,16.09,Device,South,Pending,2024-09-17
TXN000469,CUST0047,148.98,Data,North,Completed,2023-06-24
TXN000470,CUST0064,366.89,SMS,Central,Completed,2024-08-28
TXN000471,CUST0075,50.94,SMS,East,Completed,2023-03-07
TXN000472,CUST0210,105.13,Device,South,Completed,2023-04-19
TXN000473,CUST0293,99.8,Add-on,South,Completed,2023-04-27
TXN000474,CUST0246,106.08,Roaming,West,Completed,2024-05-24
TXN000475,CUST0227,156.14,Add-on,East,Completed,2024-09-01
TXN000476,CUST0139,105.16,Add-on,NORTH,Completed,2024-09-22
TXN000477,CUST0179,98.99,Voice,East,Failed,2023-08-14
TXN000478,CUST0296,106.45,Roaming,West,Completed,2023-03-06
TXN000479,CUST0211,144.06,Voice,Central,Completed,2023-07-27
TXN000480,CUST0219,125.51,Voice,South,Completed,2024-03-12
TXN000481,CUST0188,298.76,Data,Nrth,Completed,2023-12-12
TXN000482,CUST0289,17.61,Voice,South,Completed,2024-11-25
TXN000483,CUST0187,278.75,voice,West,Refunded,2024-02-16
TXN000484,CUST0183,288.61,Sms,North,Completed,2023-11-29
TXN000485,CUST0161,60.3,Roaming,East ,Completed,2023-05-04
TXN000486,CUST0185,103.22,roaming,Central,Pending,01 Dec 2024
TXN000487,CUST0035,96.58,S.M.S,Central,Pending,2024-08-12
TXN000488,CUST0127,46.98,Device,West,Completed,2024-07-12
TXN000489,CUST0243,85.83,Data,South,Completed,21 May 2023
TXN000490,CUST0285,16.81,Roaming,Central,Completed,2023-11-26
TXN000491,CUST0077,,Device,South,Completed,2023-08-07
TXN000492,CUST0008,264.48,SMS,Centr.,Completed,2023-02-16
TXN000493,CUST0213,60.23,Add-on,Central,Completed,2024-08-30
TXN000494,CUST0192,265.73,Data,Central,Failed,27/06/2023
TXN000495,CUST0225,123.76,SMS,South ,Completed,2023-12-10
TXN000496,CUST0084,327.87,Device,Nrth,Completed,2023-03-06
TXN000497,CUST0180,TBD,,Central,Completed,2023-05-04
TXN000498,CUST0164,14.52,Roaming,South,Completed,2023-10-08
TXN000499,CUST0119,178.78,Add-on,North,Completed,2023-05-25
TXN000500,CUST0250,16.88,Voice,Sth,Completed,2024-03-01
TXN000501,CUST0141,,SMS,East,Pending,2023-06-22
TXN000502,CUST0291,407.67,Voice,Central,Completed,14/12/2024
TXN000503,CUST0134,37.09,SMS,South,Completed,2024-01-14
TXN000504,CUST0238,84.11,Roaming,Central,Completed,2024-07-20
TXN000505,CUST0041,206.32,Add-on,East,Completed,2023-06-18
TXN000506,CUST0143,330.89,SMS,South,Completed,2024-03-25
TXN000507,CUST0165,176.73,SMS,North,Completed,2023-09-07
TXN000508,CUST0185,54.8,,Central,Completed,2024-08-18
TXN000509,CUST0210,178.41,Add-on,CENTRAL,,2023-02-11
TXN000510,CUST0177,62.8,Device,East,Completed,17 May 2023
TXN000511,CUST0006,200.11,Data,Central,Completed,13 Apr 2023
TXN000512,CUST0171,471.98,Add-on,West,Completed,2024-10-09
TXN000513,CUST0125,201.69,Add-on,North,Refunded,2024-09-19
TXN000514,CUST0286,308.04,Data,West,Completed,2024-01-21
TXN000515,CUST0131,10.32,Add-on,North,Completed,2023-06-11
TXN000516,CUST0112,199.65,Add-on,East,Completed,01-17-2023
TXN000517,CUST0152,275.43,Voice,West,Completed,05-13-2024
TXN000518,CUST0184,16.21,SMS,West,Completed,2023-03-24
TXN000519,CUST0072,317.89,Device,East,Completed,2023-01-07
TXN000520,CUST0087,54.5,ROAMING,North,Completed,08/01/2023
TXN000521,CUST0288,174.17,SMS,Central,Completed,2023-07-03
TXN000522,CUST0252,251.68,Add-on,West,Pending,02 Apr 2023
TXN000523,CUST0016,173.0,Add-on,West,Completed,2024-12-24
TXN000524,CUST0062,24.52,SMS,East,Completed,29/10/2024
TXN000525,CUST0119,146.07,Add-on,Central,Completed,08-30-2024
TXN000526,CUST0068,129.64,DATA,North,Refunded,2023-10-18
TXN000527,CUST0098,355.87,Device,South,Completed,02/03/2024
TXN000528,CUST0266,87.69,Voice,North ,Pending,11/12/2024
TXN000529,CUST0090,68.09,Roaming,East,Completed,2024-05-02
TXN000530,CUST0157,217.85,Roaming,West,Completed,2024-12-09
TXN000531,CUST0239,89.83,Data,Central,Refunded,2023/05/10
TXN000532,CUST0010,165.81,Roaming,West,Completed,2023-07-31
TXN000533,CUST0253,165.96,SMS ,east,Completed,2023-05-27
TXN000534,CUST0140,338.44,,North,,2024-10-17
TXN000535,CUST0099,146.95,Data,west,Completed,2023-10-05
TXN000536,CUST0113,114.62,Voice,South,Completed,06-19-2024
TXN000537,CUST0050,,SMS,East,Completed,2024-04-06
TXN000538,CUST0072,28.45,Voice,North,Completed,2024-02-26
TXN000539,CUST0112,35.14,Vce,Central,Completed,2023-09-02
TXN000540,CUST0222,38.28,Roaming,North,Completed,2023-06-28
TXN000541,CUST0048,162.37,Add-on,South,Completed,2024-09-17
TXN000542,CUST0266,0.0,sms,West,Completed,2024-12-09
TXN000543,CUST0258,123.25,Add-on,North,Completed,2023-02-08
TXN000544,CUST0184,,Roaming,SOUTH,Pending,2024-09-02
TXN000545,CUST0112,721.03,Data,South,Completed,2023-07-04
TXN000546,CUST0136,267.23,Sms,South,Refunded,2024-05-26
TXN000547,CUST0161,188.06,Data,East,Completed,2024-09-18
TXN000548,CUST0048,124.05,Roaming ,East,Completed,2023-04-01
TXN000549,CUST0192,99.36,Roaming,North ,Completed,04/10/2024
TXN000550,CUST0282,23.23,ADD-ON,north,Completed,05/11/2023
TXN000551,CUST0216,86.47,Roaming,North,Completed,2023/12/23
TXN000552,CUST0011,371.42,SMS,West,Completed,2024-03-04
TXN000553,CUST0150,257.56,,West,Completed,2023-01-05
TXN000554,CUST0143,46.51,Roaming,NORTH,Refunded,2024-07-25
TXN000555,CUST0258,104.27,Data,Central,Completed,2023-08-30
TXN000556,CUST0203,264.51,Voice,East,Completed,2023-07-16
TXN000557,CUST0131,20.46,Add-on,East,Completed,2023-05-01
TXN000558,CUST0072,83.5,SMS,South,Completed,2024-06-26
TXN000559,CUST0071,296.42,,North,Completed,2023-04-08
TXN000560,CUST0215,87.6,Dat,West,Completed,2024-09-25
TXN000561,CUST0200,22.12,SMS,South,Failed,2024-01-06
TXN000562,CUST0033,127.31,Roaming,East,Completed,2024-07-06
TXN000563,CUST0031,306.8,Device ,North,Completed,03/06/2024
TXN000564,CUST0062,143.84,ADD-ON,East,Completed,2023-08-13
TXN000565,CUST0160,48.48,Devce,CENTRAL,,2024-04-20
TXN000566,CUST0210,82.73,add_on,south,Completed,2024-10-03
TXN000567,CUST0048,99.71,SMS,North,Completed,2024-11-06
TXN000568,CUST0018,139.86,Roaming,Central,,2023/08/02
TXN000569,CUST0215,223.66,ADD-ON,Central,Completed,2023-10-11
TXN000570,CUST0054,25.62,Data,West,Completed,2023-02-24
TXN000571,CUST0073,340.62,Data,North,Completed,2023-07-18
TXN000572,CUST0113,11.86,Add-on,West,Completed,2023-04-26
TXN000573,CUST0201,79.32,add_on,Central,Completed,2023-06-02
TXN000574,CUST0288,14.17,Voice,North,Completed,02/12/2024
TXN000575,CUST0139,84.88,Add-on,NORTH,Failed,2024-04-30
TXN000576,CUST0129,121.92,Roaming,North,Pending,2024-05-24
TXN000577,CUST0162,117.52,Add-on,North,Pending,30 Jun 2023
TXN000578,CUST0293,37.16,Voice,West,Completed,2023/06/13
TXN000579,CUST0117,165.66,Data,East,Completed,11-17-2024
TXN000580,CUST0169,16.87,Roaming,North,Completed,14/02/2023
TXN000581,CUST0142,225.26,Voice,South,Pending,2023-02-25
TXN000582,CUST0227,449.62,Add-on,North,Completed,2024-10-22
TXN000583,CUST0016,72.27,SMS,West,Refunded,2024-01-08
TXN000584,CUST0180,119.24,sms,North,Failed,10-19-2023
TXN000585,CUST0277,81.44,Device,East,Completed,03/08/2023
TXN000586,CUST0113,11.01,Data ,Central,Completed,2024/03/21
TXN000587,CUST0047,83.13,Data,West,Completed,2023-09-15
TXN000588,CUST0041,245.33,Voice,North,Pending,2023-12-09
TXN000589,CUST0050,145.95,Voice,North,Completed,2024-09-23
TXN000590,CUST0130,282.17,Device,North,Pending,2024-04-09
TXN000591,CUST0219,291.73,Add-on,Central,Completed,2023-02-14
TXN000592,CUST0141,123.6,Add-on,Nrth,Completed,2023-04-17
TXN000593,CUST0050,286.51,Voice,East,Failed,2023/02/23
TXN000594,CUST0201,140.2,Device,WEST,Completed,04 Jul 2024
TXN000595,CUST0056,133.04,Add-on,West ,Completed,2023-06-30
TXN000596,CUST0277,26.68,Roaming,North ,Completed,2023-06-11
TXN000597,CUST0232,37.47,SMS,Central,Completed,2023-01-30
TXN000598,CUST0188,546.47,Roaming,West,Completed,11 May 2024
TXN000599,CUST0219,48.91,ROAMING,South,Completed,2024-06-11
TXN000600,CUST0027,578.82,Add-on,CENTRAL,Failed,2023/04/29
TXN000601,CUST0243,123.87,Voice,Central,Pending,2023-03-14
TXN000602,CUST0013,31.89,SMS,Nrth,Completed,2023-08-29
TXN000603,CUST0108,25.69,Voice,West,Completed,31 Mar 2024
TXN000604,CUST0063,45.14,Add-on,West,Completed,2024-08-29
TXN000605,CUST0201,399.82,Device,West,Completed,2024-08-16
TXN000606,CUST0196,90.2,SMS,West,Refunded,2023/11/30
TXN000607,CUST0239,85.49,SMS,Central,Completed,2024-03-05
TXN000608,CUST0113,66.36,Voice,Central,Completed,07-23-2023
TXN000609,CUST0135,33.86,Data,North,Completed,2024/11/24
TXN000610,CUST0255,110.37,Roaming,East,Completed,11-30-2023
TXN000611,CUST0029,30.9,SMS,North,Completed,2023-08-24
TXN000612,CUST0090,280.71,Voice,West,Completed,2023-04-23
TXN000613,CUST0284,79.4,Roaming,Central,Completed,2023-11-30
TXN000614,CUST0195,80.45,Roaming,East ,Completed,22/08/2023
TXN000615,CUST0132,106.37,Device,Central,Completed,2023-04-11
TXN000616,CUST0002,98.08,voice,South,Completed,2023/08/31
TXN000617,CUST0261,800.55,Data,North,,2024-02-27
TXN000618,CUST0062,128.24,Data,Nrth,Completed,2023-07-24
TXN000619,CUST0107,,,North,Completed,2024-01-20
TXN000620,CUST0159,150.05,Add-on,Central,,2023-08-14
TXN000621,CUST0281,34.66,device,North,Completed,17 Mar 2023
TXN000622,CUST0087,14.71,Add-on,Central,Completed,2024/04/27
TXN000623,CUST0176,539.74,Voice,Sth,Failed,2024-08-22
TXN000624,CUST0270,232.78,Data,central,Failed,2024-05-11
TXN000625,CUST0287,597.62,Roaming,South,Completed,2023-02-25
TXN000626,CUST0217,107.48,Voice,Cntrl,Failed,2024/03/22
TXN000627,CUST0116,123.98,SMS,East,Completed,2023/05/29
TXN000628,CUST0248,37.65,add_on,East,Completed,2023-08-10
TXN000629,CUST0236,52.54,Voice,Wst,Completed,2024-09-16
TXN000630,CUST0243,283.53,Data,West,Completed,2024-04-10
TXN000631,CUST0102,76.05,Roaming,Central,Completed,02/07/2023
TXN000632,CUST0041,273.01,Device,west,Completed,01/02/2024
TXN000633,CUST0270,195.17,Roaming,South,Completed,2024-01-18
TXN000634,CUST0219,39.25,Device,South,Completed,2023-05-20
TXN000635,CUST0160,116.22,SMS,South,Completed,2024-04-13
TXN000636,CUST0028,179.7,voice,North,Failed,2023-07-18
TXN000637,CUST0269,50.19,Data ,North,Completed,2024/10/09
TXN000638,CUST0003,276.4,SMS,South,Completed,2024-01-03
TXN000639,CUST0132,128.06,Voice,East,Completed,2023-10-04
TXN000640,CUST0270,37.09,Device,Central,Completed,2023-07-27
TXN000641,CUST0089,0.0,DATA,WEST,Completed,2023-12-10
TXN000642,CUST0071,1233.83,Data,Central,Completed,05-11-2023
TXN000643,CUST0100,34.47,Add-on,East,Completed,2023-02-02
TXN000644,CUST0162,-432.54,Device,East,Completed,2024-12-09
TXN000645,CUST0007,44.85,roaming,Central,Completed,05/08/2024
TXN000646,CUST0198,238.76,,Central,Completed,03-03-2023
TXN000647,CUST0141,208.97,Add-on,Sth,Completed,2023-10-15
TXN000648,CUST0145,63.61,Roamng,South,Completed,05-20-2023
TXN000649,CUST0194,69.14,Data,West,Completed,2023-04-24
TXN000650,CUST0192,245.91,Voice,East,Completed,2024-04-21
TXN000651,CUST0056,102.83,Add-on,Cntrl,Pending,2024-04-14
TXN000652,CUST0225,206.86,,Est,Failed,2024-03-04
TXN000653,CUST0006,34.02,Voice,East,Refunded,2023-06-25
TXN000654,CUST0076,297.15,SMS,East,Completed,2023-12-18
TXN000655,CUST0183,196.14,SMS,North,Completed,2023-08-14
TXN000656,CUST0076,366.18,Add-on,Central,Completed,2023-10-30
TXN000657,CUST0142,31.3,Roaming,central,Completed,2024-09-10
TXN000658,CUST0182,144.85,roaming,South,Completed,2023-06-10
TXN000659,CUST0138,147.11,VOICE,North,Completed,15/10/2024
TXN000660,CUST0152,75.42,,South,Failed,09-18-2024
TXN000661,CUST0144,102.0,Voice,Central,Completed,06-24-2023
TXN000662,CUST0228,,Devce,Central,Failed,14 Aug 2024
TXN000663,CUST0124,215.48,Voice,North,,2024-07-20
TXN000664,CUST0001,129.55,SMS,WEST,Completed,2023/08/24
TXN000665,CUST0248,18.92,Add-on,East,Completed,2023-03-30
TXN000666,CUST0035,181.27,Add-on,SOUTH,Completed,2024-02-26
TXN000667,CUST0050,104.32,VOICE,South,Completed,2024-06-18
TXN000668,CUST0213,N/A,Roaming,South,Completed,2024-05-15
TXN000669,CUST0197,534.04,Voice,North,Completed,2023-08-10
TXN000670,CUST0075,13678.33,Roaming,East,Completed,08-28-2024
TXN000671,CUST0168,117.89,Voice,South,Pending,2024-04-29
TXN000672,CUST0168,24.75,Data,West,Pending,2024-04-18
TXN000673,CUST0138,220.74,SMS,Wst,Failed,2023-10-13
TXN000674,CUST0222,111.57,SMS,Central,Completed,2023-01-15
TXN000675,CUST0281,64.03,Voice,east,Completed,2024-03-14
TXN000676,CUST0043,111.42,Device,CENTRAL,Completed,2023-09-10
TXN000677,CUST0283,120.86,Roaming,Central,Completed,2023-09-11
TXN000678,CUST0100,134.07,Voice,East,Completed,2023-12-02
TXN000679,CUST0136,97.3,SMS ,Central,Completed,2024-03-20
TXN000680,CUST0292,149.62,Device,East,Completed,2024/08/16
TXN000681,CUST0072,386.51,Add-on,West,Completed,2023-08-16
TXN000682,CUST0032,77.48,Add-on,East,Completed,2024-08-28
TXN000683,CUST0216,204.04,Roamng,South,Completed,2023-06-02
TXN000684,CUST0187,347.29,Data,North,Completed,08-10-2024
TXN000685,CUST0102,101.32,data,West,Completed,2023-01-06
TXN000686,CUST0256,97.9,Roaming,North,Completed,03 Mar 2024
TXN000687,CUST0105,148.24,VOICE,West,Completed,2023-02-15
TXN000688,CUST0267,144.26,SMS,South,Completed,11 Feb 2023
TXN000689,CUST0253,256.44,Add-on,North,Completed,2024-04-26
TXN000690,CUST0102,107.08,,South,Completed,2024-05-31
TXN000691,CUST0183,842.9,Add-on,Sth,Completed,2023-02-04
TXN000692,CUST0008,19.2,Voice,West,Completed,2024-03-11
TXN000693,CUST0025,10.48,add_on,Central,,2024-06-27
TXN000694,CUST0172,163.33,Roaming,South,Failed,2024-02-08
TXN000695,CUST0091,63.17,Add-on,South,Completed,2024/05/05
TXN000696,CUST0296,51.24,Roaming,WEST,Completed,2024-12-14
TXN000697,CUST0263,66.07,Add-on,East,Completed,2023/04/11
TXN000698,CUST0122,54.37,DEVICE,West,Completed,2024-04-08
TXN000699,CUST0137,,SMS,SOUTH,Completed,2024-05-22
TXN000700,CUST0216,543.85,Dat,WEST,Completed,2023-09-04
TXN000701,CUST0099,47.41,Data,South,Completed,2023-03-27
TXN000702,CUST0299,208.66,Device,North,Completed,2024-07-25
TXN000703,CUST0041,225.7,Data,East,Completed,2023-01-13
TXN000704,CUST0243,407.31,Data, North,Completed,2024-12-10
TXN000705,CUST0012,,SMS,North,Pending,2024-02-21
TXN000706,CUST0204,318.42,Voice,East,Completed,2023-08-12
TXN000707,CUST0062,122.37,ROAMING,North,Refunded,2023-05-16
TXN000708,CUST0235,160.17,,Central,Completed,01-03-2024
TXN000709,CUST0232,165.12,Device,North,Refunded,2023-10-30
TXN000710,CUST0026,267.05,Add-on,S.,Failed,2023-09-02
TXN000711,CUST0098,70.84,Device,East,Completed,10-25-2024
TXN000712,CUST0068,208.1,Add-on,Wst,Completed,2023-04-03
TXN000713,CUST0010,122.8,add-on,South,Completed,17 Jan 2023
TXN000714,CUST0271,246.54,Data,CENTRAL,Completed,2024-05-06
TXN000715,CUST0041,709.2,Data,East,Completed,2024-11-16
TXN000716,CUST0050,43.59,SMS,North,Completed,2023-11-09
TXN000717,CUST0254,794.56,Device,North,Completed,2023-06-15
TXN000718,CUST0094,24.12,Devce,South,Completed,2024/12/21
TXN000719,CUST0255,10.35,Roaming,South ,Failed,2024-04-15
TXN000720,CUST0253,16.78,SMS,East,Completed,2024-08-07
TXN000721,CUST0201,72.73,,South,Completed,2024-08-20
TXN000722,CUST0270,160.32,Add-on,South,Completed,2023-01-25
TXN000723,CUST0263,20.73,SMS,East,Failed,2024-04-10
TXN000724,CUST0277,10.85,Voice,South,Completed,2024/04/19
TXN000725,CUST0024,424.91,Devce,East,Completed,2023-05-22
TXN000726,CUST0087,268.83,Data,Central,Completed,2024-12-21
TXN000727,CUST0292,258.47,device,South,Completed,2024-02-20
TXN000728,CUST0017,333.67,Voice,S.,,2023-07-09
TXN000729,CUST0155,190.61,SMS,South,Failed,2024-01-15
TXN000730,CUST0125,26.54,Voice,North,Completed,2024-10-03
TXN000731,CUST0079,86.4,device,South,Completed,2024-04-20
TXN000732,CUST0281,202.64,Roaming,East,Pending,2024-12-21
TXN000733,CUST0238,59.35,SMS,north,Completed,2024-10-10
TXN000734,CUST0150,184.43,Roaming,North,Completed,2023-01-02
TXN000735,CUST0211,13.72,Voice,South,,04 Oct 2024
TXN000736,CUST0227,64.82,Dat,West,Completed,2023-03-14
TXN000737,CUST0063,129.49,SMS,North,Completed,2024-01-30
TXN000738,CUST0232,159.99,Add-on,East,Completed,2024-12-08
TXN000739,CUST0004,139.07,Device,South,Completed,2023-12-07
TXN000740,CUST0122,,Roaming,East,Completed,2024-06-27
TXN000741,CUST0090,10.92,Voice,West,Completed,03 Feb 2023
TXN000742,CUST0180,25.96,SMS,South,Completed,2023-10-31
TXN000743,CUST0090,314.82,Data,East,Failed,2024-03-12
TXN000744,CUST0032,181.74,SMS,East,Completed,10-04-2023
TXN000745,CUST0169,27.97,Data,South,Pending,2024/12/15
TXN000746,CUST0032,286.84,Voice,Central,,2024/09/19
TXN000747,CUST0062,51.61,Roaming,Central,Completed,2024-07-09
TXN000748,CUST0256,107.59,SMS,West,Completed,2024-08-12
TXN000749,CUST0099,33.53,Add-on,North,Completed,2023-08-01
TXN000750,CUST0068,195.74,SMS,North,Completed,2024-12-02
TXN000751,CUST0132,174.88,Roaming ,South,Failed,2023-03-24
TXN000752,CUST0282,45.57,Sms,South,Completed,2024/09/27
TXN000753,CUST0083,308.61,SMS,South,Completed,2023-12-10
TXN000754,CUST0137,86.95,Device,South,Completed,26/02/2023
TXN000755,CUST0220,61.91,SMS ,Central,Completed,11/06/2024
TXN000756,CUST0074,34.79,Device,West ,Completed,21/11/2024
TXN000757,CUST0210,56.42,SMS,East,Completed,2024-01-08
TXN000758,CUST0296,13.34,Roaming,East,Completed,2023-02-22
TXN000759,CUST0010,141.29,Voice,Central,Completed,2023-04-24
TXN000760,CUST0239,286.99,SMS,West,Completed,2024-01-28
TXN000761,CUST0071,129.44,Add-on,South,,2024/01/10
TXN000762,CUST0125,47.13,Roaming,Nrth,Completed,2024-04-21
TXN000763,CUST0152,15.14,Voice,Central,Pending,2024-09-25
TXN000764,CUST0109,46.24,Device ,Central,Completed,2023-02-11
TXN000765,CUST0149,90.71,Add-on,South,Completed,2024-01-10
TXN000766,CUST0061,223.82,Add-on,Central,Completed,11/01/2024
TXN000767,CUST0090,41.21,Roaming,east,Completed,29/06/2023
TXN000768,CUST0172,200.83,DATA,South,Failed,2024/10/25
TXN000769,CUST0194,312.54,Voice,East,Completed,2024-07-26
TXN000770,CUST0023,100.76,Voice,South,,2024-12-22
TXN000771,CUST0198,268.42,Data,North,Completed,2023-03-10
TXN000772,CUST0165,131.34,Voice,East,Completed,2024-07-28
TXN000773,CUST0116,162.04,voice,south,Completed,2024-12-27
TXN000774,CUST0076,122.07,Data,Central,Completed,07-29-2023
TXN000775,CUST0140,103.31,Roaming,Central,Completed,2023-05-22
TXN000776,CUST0132,50.11,Sms,West,Completed,2023-12-09
TXN000777,CUST0282,64.19,Voice,SOUTH,Completed,02/09/2023
TXN000778,CUST0076,61.37,Add-on,North,Pending,2024-07-06
TXN000779,CUST0144,134.27,Roaming,West,Completed,27/04/2023
TXN000780,CUST0182,29.17,Roaming,Central,Completed,2024-10-26
TXN000781,CUST0162,382.96,Data,North,Completed,04 May 2024
TXN000782,CUST0062,201.3,roaming,South,Pending,17 Aug 2024
TXN000783,CUST0274,86.99,Data,central,Completed,20/12/2024
TXN000784,CUST0284,35.91,Roaming,West,Pending,2023-08-03
TXN000785,CUST0150,330.55,SMS,Central,Completed,2023-08-19
TXN000786,CUST0285,4888.96,ADD-ON,East,Completed,2023-11-25
TXN000787,CUST0145,201.87,Device,West,Completed,28 Dec 2023
TXN000788,CUST0007,57.52,,Central,Completed,2023-10-01
TXN000789,CUST0047,87.24,Roaming,West,Completed,30/05/2024
TXN000790,CUST0097,1300.97,Roamng,South,Completed,2024-11-27
TXN000791,CUST0100,41.43,Data,East,Completed,2024-03-09
TXN000792,CUST0027,239.19,Add-on,East,Completed,2023-10-11
TXN000793,CUST0007,198.31,Voice,Central,Completed,25/02/2023
TXN000794,CUST0184,145.02,Data,West,Completed,06 Mar 2023
TXN000795,CUST0109,349.11,SMS,West ,Completed,2024-01-17
TXN000796,CUST0032,141.3,data,West,Completed,2023-12-20
TXN000797,CUST0231,,Voice ,EAST,Completed,2024-04-08
TXN000798,CUST0165,n.a.,SMS ,Central,Completed,2024-05-12
TXN000799,CUST0299,433.14,VOICE,Wst,Refunded,2024-05-28
TXN000800,CUST0180,22.95,Vce,central,Completed,2024-06-23
TXN000801,CUST0176,410.8,Add-on,North,Completed,2023-05-06
TXN000802,CUST0217,,Device,South,Completed,2024-04-26
TXN000803,CUST0267,30.88,SMS,South,Pending,2024-12-27
TXN000804,CUST0271,134.86,Device,South,Completed,28 Jun 2024
TXN000805,CUST0182,312.1,Add-on,West,Completed,2024-11-25
TXN000806,CUST0207,-259.02,Device,South,Pending,2024-06-29
TXN000807,CUST0298,366.6,Voice,West,Completed,2023-10-27
TXN000808,CUST0065,439.66,Device,South ,Completed,2024-04-07
TXN000809,CUST0207,92.33,Data,East,Completed,2024-09-27
TXN000810,CUST0141,,Device,West,Completed,2024-01-12
TXN000811,CUST0210,423.09,Device,West,Completed,2024-11-20
TXN000812,CUST0204,178.65,Voice,Central,Pending,2024-12-10
TXN000813,CUST0279,28.5,Roaming,South,Completed,2023-03-09
TXN000814,CUST0002,-42.58,Data ,East,Failed,2023-07-12
TXN000815,CUST0017,134.73,voice,East,Completed,2024-04-13
TXN000816,CUST0269,409.26,Roaming,Centr.,Completed,2023-03-31
TXN000817,CUST0263,288.92,Add-on,NORTH,Completed,03-24-2023
TXN000818,CUST0126,178.98,Data ,South,Completed,2024-02-05
TXN000819,CUST0281,32.47,SMS,Nrth,Completed,2023-07-03
TXN000820,CUST0277,54.0,Data,East,Completed,23/10/2023
TXN000821,CUST0270,322.53,S.M.S,West,Completed,2023-03-20
TXN000822,CUST0138,40.28,Add-on,Central,Completed,22/04/2023
TXN000823,CUST0196,58.95,Add-on,East,Completed,18 Jun 2023
TXN000824,CUST0218,30.82,Data,South,Completed,2023-10-10
TXN000825,CUST0217,,Roaming,Central,Completed,25/04/2023
TXN000826,CUST0040,0.0,SMS,North,Completed,2024-12-14
TXN000827,CUST0258,56.99,Device,West,Completed,2023-06-01
TXN000828,CUST0074,106.77,Data,Central,Failed,2024-05-23
TXN000829,CUST0173,160.91,SMS,Central,Completed,2023-06-04
TXN000830,CUST0165,1140.34,Voice,east,Completed,29/07/2023
TXN000831,CUST0078,26.61,Data,West,Completed,2024/06/17
TXN000832,CUST0147,4429.46,Data,West,Completed,2024-10-04
TXN000833,CUST0166,82.95,Roaming,West,Completed,2023-01-24
TXN000834,CUST0285,311.29,Add-on,West,Failed,2023-10-28
